Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
Koppová Eli?ka,ATLAN?AN,,9788086383484,BALT-EAST,14,232,?esk?,"Prvotina autorky obsahuje dv? novely. Hrdina první-Atlan?ana, ne? prohraje ?ivot, jde za sv?m snem a kariérou, ale je ovliv?ován mocn?mi p?írodními silami( vodníkem, rusalkami). Tato novela má základ reáln?. Hrdina druhé novely prochází prav?kou p?írodou, nastupuje do kouzelného vlaku ap., aby nakonec získal pou?ení z náv?t?vy fantasti?na.",Ludmila Valentová,,,?esk?,2006
,Atlantica,Velk? atlas sv?ta s dru?icov?mi snímky,9788024218991,Euromedia Group k.s.,18,512,?esk?,"Modern? a origináln? pojat? atlas sv?ta je zalo?en na kombinaci klasick?ch map a dru?icov?ch snímk?, které zachycují z fascinující perspektivy jak celé kontinenty, tak v detailu obzvlá?? pozoruhodné lokality. Spojení ?pi?kové kartografie s úchvatn?mi záb?ry mimo?ádn?ch míst na Zemi a s podrobn?mi doprovodn?mi texty  ?iní z projektu ATLANTICA unikátní publikaci s vysokou informa?ní i estetickou hodnotou.",,"Rybová, Irena - Zwettler, Otto",Atlantica - Der neuemGrosse Sateliten-Weltatlas,n?meck?,2007
,Atlantica - Velk? atlas sv?ta s dru?icov?mi snímky,,9788024235530,Euromedia Group k.s.,18,512,?esk?,"ATLANTICA vás zve ke znovuobjevování planety Zem?. Modern? a origináln? pojat? atlas sv?ta je zalo?en na kombinaci klasick?ch map a dru?icov?ch snímk?, které zachycují z fascinující perspektivy jak celé kontinenty, tak v detailu obzvlá?? pozoruhodné lokality. Spojení ?pi?kové kartografie s úchvatn?mi záb?ry mimo?ádn?ch míst na Zemi a s podrobn?mi doprovodn?mi texty  ?iní z projektu ATLANTICA unikátní publikaci, která je nejen vynikající zem?pisnou p?íru?ku, ale zárove? poskytuje i vrcholn? estetick? zá?itek.",,,,,2012
"DONEGAN, Greg",Atlantida,,9788073416553,BB/art,13,280,,"Vále?n? thriller, kter? p?ekoná va?e nejdivo?ej?í sny. P?ed deseti tisíci lety válka nap?í? ?asem za?ala. Nep?ítel je mimo ná? vesmír... Vy?lo 18. 1.",,Z angl. p?el. D. Zdík,,,2006
"Childress, David Hatcher",Atlantida,Po stopách zmizel?ch m?st v Evrop? a st?edomo?í,9788073628420,"Alpress, spol. s r. o.",13,512,?esk?,"Nezávisl? badatel D. H. Childress procestoval Evropu i St?edomo?í, aby na?el odpov?di na otázky t?kající se existence a lokalizace tajemné Atlantidy. P?i zkoumání archeologicky zajímav?ch neobvykl?ch míst u?inil pozoruhodné nálezy a objevil dávné stopy. Ve své knize, opat?ené bohat?m obrazov?m materiálem a podrobn?mi mapami, p?edkládá p?ekvapivé d?kazy.",,,,anglick?,2010
"Kateová, Lauren",Atlantida 2: Vodopád,,9788087543504,Euromedia Group k.s.,14,296,?esk?,"Strhující p?íb?h pln? ni?iv?ch tajemství a temné magie o dívce, její? slzy mají sílu vynést na povrch ztracen? kontinent Atlantidu, pokra?uje...Sedmnáctiletá st?edo?kola?ka Eureka Boudreauxová z Louisiany je z pokolení ?en se zvlá?tním a d?siv?m prokletím: jejich slzy mohou rozpoutat potopu sv?ta, stejn? d?sivou, jako byla ta biblická. Nesmí proto nikdy plakat.Kdy? se ale ocitne v ohro?ení Eure?ina rodina i její láska k tajemnému chlapci Anderovi – ?lenovi sekty Sada??, jejím? posláním je likvidovat d?di?ky proklet?ch slz –, Eureka se slzám neubrání. Sv?t se b?hem krátké doby ocitá pod vodou a jedin?, kdo m??e zvrátit zánik sv?ta a zabránit návratu zt?lesn?ného zla v podob? dávného krále Atlantidy, je sama Eureka...",,"Ja?ová, Jana",Waterfall,anglick?,2015
"Joseph, Frank",Atlantida a rok 2012,Ztracené civilizace a proroctví May?,9788074660559,"Alpress, spol. s r. o.",13,264,?esk?,"?íká se, ?e chamtivost vedla k zániku Atlantidy a ?e ti, kdo p?e?ili, se stali zakladateli mayské civilizace. Maysk? kalendá? vychází z jejich geniálních znalostí. P?edpov?d?li cyklus stvo?ení, zkázu i obnovu sv?ta. Nep?ipadá vám sou?asn? sv?t a? nápadn? podobn? Atlantid?? Doká?eme se pou?it, najít rovnováhu v duchu odkazu May?, nebo ná? ?as skute?n? vypr?í v prosinci 2012?",,,,anglick?,2012
"Cox, Simon - Foster, Mark",Atlantida od A do Z,,9788024220512,Euromedia Group k.s.,13,272,?esk?,"O ztraceném kontinentu byly napsány tisíce knih, doslova miliony slov, p?esto vzbuzuje toto téma i dnes stejn?, ne-li dokonce v?t?í zájem ne? v minulosti. Atlantida od A do Z p?iná?í v jednom svazku v?echny prameny, ?asto zna?n? nesourodé, a ?tená??m p?edkládá co mo?ná nej?ir?í spektrum p?edstav a teorií. Ukazuje ?adu mo?n?ch míst, kde by se mohly nacházet poz?statky Atlantidy, vede nás a? k po?átk?m celého p?íb?hu a seznámuje rovn?? s v?znamn?mi postavami, které pomohly vytvo?it obor zvan? atlantologie.",,"Hofman, Jaroslav",An A to Z of Atlantis,anglick?,2008
"DONEGAN, Greg","Atlantida, Bermudsk? trojúhelník",,9788073417314,BB/art,13,272,,"T?i místa na povrchu Zem? odolávají v?em pokus?m o vysv?tlení: Bermudsk? trojúhleník, ?áblovo mo?e a oblast v Kambod?i. V Kambod?i se ni?ivé síly skr?vající se za t?mito záhadami pokusily uvrhnout ná? sv?t do chaosu. Lidé je ale odrazili.",,Z angl. p?el. Z. Du?ek,,,2006
"DONEGAN, Greg",Atlantida: ?áblovo mo?e,,9788073419790,BB/art,13,264,,V Kambod?i se Stín pokusil proniknout na ná? sv?t a zni?it jej. Potom zaúto?il z Bermudského trojúhelníku a nechyb?lo mnoho do zahájení celosv?tové apokalypsy. Nyní lidstvo p?ená?í boj na jejich stranu.,,,,,2007
"Kateová, Lauren",Atlantida: Slza,,9788087543030,Euromedia Group k.s.,14,336,?esk?,"Nikdy nesmí? plakat...  Sedmnáctiletá Eureka od své milované matky ví, ?e její slzy mají sílu obnovit dávno ztracen? kontinent Atlantidu. Nesmí nikdy uronit ani slzu! P?i podivné nehod? její matka ne?ekan? umírá a Eureka pomalu ztrácí chu? do ?ivota. Potkává Andera, chlapce jeho? o?i jsou tyrkysové jako hlubiny oceánu, a kter? jí varuje p?ed hrozícím smrteln?m nebezpe?ím. Následn? Eureka odhaluje starov?k? a d?siv? p?íb?h ne??astné dívky...  Strhující milostná epická sága plná ni?iv?ch tajemství a temné magie... ve sv?t?, kde vlny potopy mohou ka?dou chvíli spláchnout v?echno, co je nám drahé. První díl nové série od autorky And?l?.",,"Ja?ová, Jana",Teardrop,anglick?,2014
"Hlavá?ek, Pavel",Atlantismus v dob? krize,,9788070439722,Západo?eská univerzita v Plzni,2,250,?esk?,Publikace se zab?vá vazbou mezi evropsk?mi vládami s vládou Spojen?ch stát? americk?ch.,,,,,2011
"Riddle, A. G.",Atlantsk? gen,,9788025714492,Argo spol. s r.o.,13,440,?esk?,"Lidstvo p?ed 70 000 lety málem vym?elo. P?e?ili jsme, ale nikdo netu?il jak. A? do této chvíle. Schyluje se k odpo?ítávání do dal?í fáze v?voje ?lov?ka – a lidstvo u? tentokrát p?e?ít nemusí. Immariové um?jí zachovat tajemství. Dva tisíce let zatajovali pravdu o evoluci lidstva a pátrali po odv?kém nep?íteli – hrozb? schopné lidstvo vyhladit. Te? je jejich pátrání u konce. V?zkumná lo? objeví u pob?e?í Antarktidy tajemnou stavbu v?zící hluboko v ledovci. Je tam u? tisíce let a n?co ji hlídá. Zatímco immariové se k ní sbíhají, aby uskute?nili sv?j plán, brilantní geneti?ka u?iní objev, kter? by mohl v?e zm?nit. Doktorka Kate Warnerová se odst?hovala do hlavního indonéského m?sta Jakarty, aby unikla své minulosti. Je?t? se ani nevzpamatovala z toho, co ji postihlo, a u? se jí poda?il pr?lomov? objev neuv??itelného v?znamu – lék na autismus. Nebo si to alespo? myslí. Ve skute?nosti objevila n?co mnohem nebezpe?n?j?ího – pro ni i celé lidstvo. Její práce by mohla b?t klí?em k dal?í fázi v?voje ?lov?ka. V rukou immari? by znamenala konec lidstva, jak je známe. Agent David Vale se deset let sna?í immarie zastavit. U? mu dochází ?as. Jeho informátor je mrtv?.",,"Orlando, Daniela",The Atlantis Gene,anglick?,2015
"Riddle, A. G.",Atlantsk? mor,,9788025715505,Argo spol. s r.o.,13,368,?esk?,"Sv?tem se p?ehnala smrtící pandemie. Skoro miliarda lidí zem?ela – a ti, které atlantsk? mor nezabil, procházejí p?em?nou na genetické úrovni. N?kte?í se p?ekotn? vyvíjejí, ostatní degenerují. Vysp?lé státy nabízejí zázra?n? lék jménem orchidea, ten v?ak jen zmír?uje p?íznaky choroby. Immariové naopak p?icházejí s vizí sv?ta ob?vaného geneticky nad?azen?mi p?e?iv?ími – nov?m lidsk?m druhem p?ipraven?m naplnit sv?j osud. Nelítostná válka, která nejspí? smete sou?asného ?lov?ka z povrchu zemského, se blí?í. Poslední nad?je na záchranu lidstva spo?ívá v nalezení skute?ného léku na atlantsk? mor. Doktorka Kate Warnerová k n?mu hledá klí? v dávné minulosti, v dob?, kdy se lidsk? genom m?nil do sou?asné podoby. A objevuje pravdu, která je více ne? ?okující…",,"Orlando, Daniela",The Atlantis Plague,anglick?,2015
"Riddle, A. G.",Atlantsk? sv?t,,9788025716526,Argo spol. s r.o.,13,268,?esk?,"Severní Maroko: Dr. Kate Warnerová vylé?ila globální pandemii a myslela si, ?e vylé?í i sebe. M?lila se. A m?lila se i ohledn? rozsahu atlantského spiknutí. Lidstvo nyní ?elí nové hrozb? v podob? nep?edstaviteln? silného nep?ítele. Ani jí samotné u? nezb?vá mnoho ?asu a lidská civilizace stojí p?ed naprost?m zhroucením, kdy? se objeví nová nad?je – zpráva od potenciálního spojence. Hv?zdárna Arecibo: Mary Caldwellová cel? ?ivot ?ekala, pozorovala hv?zdy a pátrala po stopách rozumného ?ivota za hranicemi na?í planety. Kdy? se kone?n? do?ká, je náhle zata?ena do boje star?ího ne? lidstvo, ve kterém jde je?t? o mnohem víc. Mary se musí rozhodnout, komu má d?v??ovat, proto?e u? není kam utéct. Antarktida: Dorian Sloane po odezn?ní atlantského moru zji??uje, ?e se stal jednou z loutek v Areov? tajemném plánu. Ne? stihne ovládnout situaci, Arés rozpoutá kataklyzma, které v?e zm?ní. Zatímco sv?t zachvacuje katastrofa, Arés mu prozradí pravou povahu nebezpe?í ohro?ujícího lidstvo a Dorian p?istoupí na poslední úkol – dopadnout a zabít Davida Valea a Kate Warnerovou. Tentokrát u? nebude brát zajatce. Dostal na?ízeno najít je a zlikvidovat, a navíc má nyní p?islíbené odpov?di i spásu. S Dorianem v patách pak Kate s Davidem a ostatními ?leny jejich t?mu putují vrakem atlan?anské lod? potopené na Zemi, atlan?ansk?mi v?zkumn?mi stanicemi rozeset?mi po celé galaxii i minulostí tajemné kultury, která by mohla zachránit lidstvo v jeho nej?ern?j?í hodince. Jejich vlastní ?ivoty jsou v sázce, ?asu není nazbyt a Kate, Davida i Doriana nyní ?eká ta nejt???í zkou?ka.",,"Orlando, Daniela",The Atlantis World,anglick?,2015
"NIKL, Petr",Atlas,,9788086184111,Aulos,13,65,?esk?,"Bibliofilské vydání ?ty?ver?í v?tvarníka P.Nikla se vyzna?ují osobitou obrazností autorov?ch vizí, sn? a pro?itk?.Náklad 70 ?íslovan?ch a signovan?ch v?tisk?.",Petr Nikl,,,,2002
"?ervinka, Pavel",Atlas,?lov?k a jeho sv?t,9788086034799,"nakladatelství ?eské geografické spole?nosti, s. r. o.",10,52,?esk?,"Obsah atlasu pokr?vá v?echny tematické okruhy vzd?lávací oblasti ?lov?k a jeho sv?t v RVP pro základní vzd?lávání, roz?i?uje grafick? a dvi?ební aparát ucelené ?ady u?ebnic, uvádí ?áky do základních poznatk? o lidském t?le a pé?e o lidské zdraví.",,,,,2008
"Pokorn?, Vladimír",Atlas brouk?,,9788071854845,Paseka,3,144,?esk?,"Publikace je ur?ena v?em mlad?m zájemc?m o entomologii a sb?ratel?m brouk?. Úvodní textová ?ást obsahuje návod, jak zakládat sbírku brouk?, metody chytání a sb?ru brouk? a p?ehled zákonem chrán?n?ch brouk?, dále je zde zpracována systematika a anatomie brouk?. P?ehled jednotliv?ch ?eledí je dopln?n ?ernobíl?mi pérovkami, barevné tabule jsou p?evzaty z publikací vydan?ch v druhé polovin? 19. století.",,,,,2002
"Schneider, Ji?í a kol.",Atlas celospole?ensk?ch funkcí les? na území Ch?ib?,,9788073752576,Mendelova univerzita v Brn?,17,0,?esk?,Atlas celospole?ensk?ch funkcí les? na území Ch?ib?.,,,,,2008
"Schneider, Ji?í - Kupec, Petr - Vyskot, Ilja",Atlas celospole?ensk?ch funkcí lu?ních les? na Soutoku,Cd,9788073752569,Mendelova univerzita v Brn?,17,0,?esk?,Atlas celospole?ensk?ch funkcí lu?ních les? na Soutoku.,,,,,2008
"Govinda, Kalashatra",Atlas ?aker,Cesta ke zdraví a duchovnímu r?stu,9788073365950,Fontána,2,31,?esk?,"Velkoformátová kniha. Sedm ?aker - center energie a v?domí v lidském t?le - ovliv?uje zdraví a pohodu po na?í t?lesné i du?evní stránce. V atlase najdeme informace jako: - které oblasti na?eho t?la jsou p?i?azeny k jednotliv?m ?akrám - jak doká?eme uvést tato energetická kola op?t do rovnováhy a cílen? tím odstra?ovat poruchy - jak najít p?i?azení ?aker k jednotliv?m ?lázám, k barvám, du?evním stav?m, mantrám, zví?at?m, planetám a tón?m. Ke ka?dé ?ak?e jsou uvedeny testy, cvi?ení k jejich aktivizaci, ?etrné lé?ebné prost?edky z p?írodní lékárny, afirmace, meditace a dal?í.",,"Hubá?ek, Miroslav",,anglick?,2010
,Atlas ?eské republiky s cyklotrasami,Cykloatlas,9788072332908,?aket,18,166,,"Atlas ?eské republiky zobrazuje úplnou silni?ní sí? a je dopln?n zna?en?mi mezinárodními, dálkov?mi a regionálními cyklotrasami I. a? IV.t?ídy. Dále jsou v map? vyzna?eny informa?ní st?ediska, certifikovaná za?ízení „Cyklisté vítáni“, kempy, hrady, z?íceniny a zámky, rozhledny a technické památky, p?írodní zajímavosti, památky UNESCO. Atlas obsahuje 78 mapov?ch list?, dále rejst?ík v?ech sídel s jejich PS?, aktuální seznam informa?ních st?edisek s kontakty, aktuální seznam certifikovan?ch za?ízení „Cyklisté vítáni“ s kontakty a p?ehledn? seznam v?ech zna?en?ch cyklotras rozd?len?ch podle kategorií. Atlas je dopln?n p?ehlednou mapkou Evropy se sítí cyklotras EuroVelo. M??ítko 1:240 000, formát A5 s praktickou krou?kovou vazbou.",,,,,2008
,"Atlas ?esk?ch d?jin, 2. díl - od r. 1618",,9788073933432,"Kartografie PRAHA, a.s.",18,88,?esk?,"Atlas plynule navazuje na úsp??n? první díl. Na mapách je sledován územní, kulturní i hospodá?sk? v?voj na?eho státu a jeho obyvatelstva od r. 1618 a? po sou?asnost. Mapy dopl?uje mno?ství graf?, dobov?ch erb? a vlajek, portrét? v?znamn?ch osobností politického i kulturního ?ivota, dopln?n?ch d?le?it?mi ?ivotopisn?mi údaji, ilustrace v?znamn?ch architektonick?ch památek, hospodá?sk?ch i technick?ch fenomén? doby a mnoho dal?ího. Ka?dá z etap historického v?voje ?eského státu je uvozena stru?n?m historick?m v?kladem, charakterizujícím celé období (obraz krajiny, hospodá?ství, kultury, spole?nosti, p?ehled d?jin) a zakon?ena stránkou ilustrací popisující zp?sob ?ivota v této dob? a ?asovou p?ímkou s nejv?znamn?j?ími událostmi u nás, v Evrop? i ve sv?t?. Atlas vznikl ve spolupráci s v?znamnou histori?kou ?esk?ch d?jin Evou Semotanovou, ilustracemi ho opat?ili oblíbení v?tvarníci Dagmar Je?ková a Ji?í Petrá?ek. Nov? byla p?idána kapitola ?. IX ?eská republika po roce 1993, která mapuje prvních dvacet let samostatné ?R – vstup do NATO a EU, zm?ny ve spole?nosti, hospodá?ství i krajin?. Aktualizovány byli i údaje v p?edchozích kapitolách, zejména na základ? aktuálních poznatk? o na?ich d?jinách. Druhému vydání byla prodlou?ena dolo?ka M?MT na ?est let, do roku 2021.",,,,,2015
"Vo?enílek, Vít - Michalík, Jan a kol.",Atlas ?innosti speciáln? pedagogick?ch center v ?eské republice,,9788024434643,Univerzita Palackého v Olomouci,17,144,?e?tina,"Atlas ?innosti speciáln? pedagogick?ch center v ?eské republice p?edstavuje ojedin?l? publika?ní titul s v?sledky unikátního pr?zkumu slu?eb t?chto ?kolsk?ch poradensk?ch za?ízení. Na základ? realizace cíl? projektu ESF OP VK Inovace ?innosti SPC p?i posuzování speciálních vzd?lávacích pot?eb prob?hl v roce 2011 ve v?t?in? speciáln? pedagogick?ch center sb?r informací mapující ka?d? kontakt daného centra s klientem. V Atlasu jsou p?edstaveny získané poznatky o územních aspektech infrastruktury, organiza?ních a odborn?ch ?innostech center zpracované geoinforma?ními technologiemi a prezentované tematick?mi mapami. Obsah Atlasu je sestaven s ohledem na jeho vyu?ívání p?i ?ízení speciáln? pedagogick?ch center na krajské a celostátní úrovni.",,,,,2013
,Atlas ?ínsk?ch odr?d vybran?ch ovocn?ch druh? pro podmínky ?R,,9788073755867,Mendelova univerzita v Brn?,17,44,?esk?,Atlas ?ínsk?ch odr?d vybran?ch ovocn?ch druh? pro podmínky ?R.,,,,,2011
,Atlas ?R s cyklotrasami 2015,,9788072334063,?aket,18,170,?esk?,"3., aktualizované vydání Atlasu ?eské republiky s cyklotrasami zobrazuje úplnou silni?ní sí? se v?emi sídly a je dopln?n vyzna?ením mezinárodních, dálkov?ch a regionálních cyklotras (I. a? IV.t?ídy podle systému K?T). Dále jsou vyzna?ena informa?ní st?ediska, certifikovaná za?ízení Cyklisté vítáni, kempy, hrady, z?íceniny a zámky, rozhledny a technické památky, p?írodní zajímavosti a památky UNESCO.",,,,,2015
"Semotanová, Eva",Atlas der Lander der Bohmischen Krone,,9788086493091,Ale? Sk?ivan ml.,13,208,,N?mecká edice titulu Atlas zemí Koruny ?eské,,,,,2004
,Atlas dinosaur?,,9788024221137,Euromedia Group k.s.,14,96,?esk?,"Unikátní pr?hledné stránky a interaktivní CD-ROM vás provedou nezapomenutelnou a fakty nabitou cestou po sv?t? nejpozoruhodn?j?ích stvo?ení, která kdy spat?ila sv?tlo sv?ta. Prozkoumejte prav?ké kontinenty a odhalte, jak vypadal sv?t p?ed miliony let. Rozh?bejte si dinosau?í kostru, otá?ejte s ní a sklapn?te hr?zostra?né ?elisti dinosaura na p?ilo?eném CD-ROM. Zjist?te, jak a kde vyhynulí plazi a jiná prehistorická zví?ata ?ili.",,"Morávek, Radek",Dinosaur Atlas,anglick?,2008
"?i?ka, Miroslav - Rydvalová, Petra - ?mída, Ji?í - Popková, Klára",Atlas ekonomick?ch ukazatel?,Cesta poznání k odpov?dnému rozhodování o rozvoji obce,9788074310744,PROFESSIONAL PUBLISHING,1,96,?esk?,"Bohat? vypravená publikace analyzuje ekonomick? potenciál libereckého kraje, je vynikající metodickou pom?ckou i pro ostatní kraje a regiony.",,,,,2011
Vojt?ch Zde?ek,Atlas elektroencefalografie dosp?l?ch,2. díl,9788072548712,Triton s.r.o,8,680,,"Pojetí abnormity v EEG, nespecifické abnormity, epileptiformní vzorce, EEG u poruch v?domí, klinická aplikace kvantitatívní EEG. T?ídíln? Atlas elektroencefalografie dosp?l?ch je ur?en léka??m a jin?m zdravotnick?m pracovník?m, kte?í s klinickou elektroencefalografií p?icházejí do styku, tedy zejména epileptolog?m, neurolog?m, psychiatr?m, psycholog?m a odborník?m, zab?vajícím se v?zkumem v neurov?dách. U?ite?nou pom?ckou se m??e stát i pro ty, kte?í tou?í do taj? této ji? pom?rn? staré, ale dynamicky se rozvíjející vy?et?ovací metody proniknout, tedy za?ínajícím elektroencefalografist?m a student?m medicíny. Druh? díl této práce p?edpokládá znalost normálních nález? uveden?ch v dílu prvním. Cílem tohoto dílu je podat co nej?ir?í v?b?r abnormních interiktálních nález? u dosp?l?ch.",,,,,2006
"NOVÁK, Zde?ek - CHRASTINA, Jan - ?ÍHA, Ivo",Atlas endoskopické neurochirurgie,,9788073451103,"Maxdorf, s.r.o.",8,232,"?esk?, anglick?","Koncepce minimáln? invazivní neurochirurgie je vedoucím principem sou?asného rozvoje neurochirurgické operativy a endoskopická opera?ní technika tuto filozofii ideáln? napl?uje. Krom? toho zásadním zp?sobem p?ehodnocuje pohled na diagnostiku a terapii patologick?ch proces?, které postihují mokov? systém. Problematika je zde systematicky zdokumentována nejen názorn?mi schématy a koncizním v?b?rem ze zobrazovací dokumentace, ale p?edev?ím dokonal?mi ilustrativními intraopera?ními fotografiemi.",,,,,2007
"Ploton, Frédéric",Atlas erotogenních zón,Jak pou?ívat erotogenní zóny,9788073366858,Fontána,2,155,?esk?,"?ím se vlastn? ?lov?k doopravdy miluje? Cel?m t?lem a p?esn?ji ?e?eno cel?m sv?m citliv?m povrchem, k??í a sliznicemi. Ka?d? samoz?ejm? zná pojem „erotogenní zóna“, ale je t?eba p?iznat, ?e u? jen málokdo je doká?e pojmenovat, umístit a u? v?bec ne stimulovat je tím nejú?inn?j?ím a nejvhodn?j?ím zp?sobem. A co h??, v?t?ina z nás by dokázala jen st??í vysv?tlit, k ?emu mohou p?esn? ony ?ábelské erotogenní zóny slou?it. Tyto citlivé povrchy t?la, které mají mnohem vy??í koncentraci smyslov?ch ?idel, ne? ostatní ?ásti t?la – cel? povrch k??e jich obsahuje 700 000 – mají prvo?adou d?le?itost pro správn? pr?b?h milostné p?edehry a tím i pro rozvinutí touhy a následn? i rozko?e. Opomíjet je znamená redukovat sex na pon?kud hrub? kontakt na?ich pohlavních orgán?. Neváhejte tedy ani chvíli, vydat se za objevováním sv?ch erotogenních zón. Uvidíte, ?e to bude strhující a nevídaná cesta…jdoucí a? za hranice va?ich smysl?!",,"Uvíra, Martin",,francouzsk?,2013
"Tolasz, Radim - Hájková, Lenka - Vo?enílek, Vít",Atlas fenologick?ch pom?r? ?eska,,9788024430058,Univerzita Palackého v Olomouci,3,312,vícejazy?n?,"Atlas fenologick?ch pom?r? ?eska p?edstavuje unikátní atlas fenologick?ch fází r?zn?ch rostlin (polních plodin, ovocn?ch strom?, lesních bylin a strom?). Podrobná anal?za pot?eb a úrovn? znalostí sv?ch budoucích u?ivatel? vedla k rozd?lení obsahu Atlasu do sedmi oddíl?. Prostorová variabilita pr?m?rn?ch fenologick?ch nástup? byla po?ítánan GIS metodami. Mapy mají v rastrovém provedení prostorové rozli?ení 500 metr?. Atlas obsahuje p?es 150 map a monoho graf? a tabulek. Atlas byl sestaven ve spolupráci ?eského hydrometeorologického ústavu s Univerzitou Palackého v Olomouci.",,,,,2012
"Vorá?ová, ?árka a kol.",Atlas geometrie,Geometrie krásná a u?ite?ná,9788020015754,Academia,3,258,?esk?,"Kniha obsahuje soupis geometrick?ch pojm? bohat? dopln?n? ilustracemi a fotografiemi. Klasické i mén? známé geometrické úlohy jsou p?edkládány v historick?ch souvislostech, s d?razem na spojení geometrie s technickou praxí, um?ním i s grafikou. Kniha je vhodnou pom?ckou do základních, ?i st?edních ?kol, kde m??e slou?it jako zdroj inspirace k dal?ímu studiu zajímav?ch partií geometrie. Podrobn?ji jsou popsány pojmy související se st?edo?kolskou geometrií, je ukázán jejich v?znam v nejrozli?n?j?ích, mnohdy i p?ekvapujících souvislostech.",,,,,2012
"Pokorn?, Vladimír – ?ifner, Franti?ek",Atlas hmyzu,,9788071856580,Paseka,3,221,?esk?,"Ú?elem této publikace je seznámit ?tená?e s tím, co je vlastn? hmyz, jaká je jeho úloha v biocenóze a v potravním ?et?zci, jaká je jeho ?kodlivost i u?ite?nost, a p?iblí?it základy rozpoznávání jednotliv?ch ?ád? hmyzu. V úvodní textové ?ásti je popsána stavba t?la hmyzu a jeho v?voj, dále zákonem chrán?né druhy a systematika hmyzu. P?íru?ka je dopln?na ?ernobíl?mi pérovkami a barevn?mi tabulemi hlavních zástupc? jednotliv?ch ?ád? a je ur?ena v?em zájemc?m o entomologii.",,,,,2004
"Mik?ík, Michal",Atlas hub,"101 druh?, které musíte znát",9788025135242,"Computer Press, a. s.",4,140,?esk?,"Rádi vyrá?íte do les? za houbami a nejste si jistí p?i jejich ur?ování? Nebo byste rádi roz?í?ili své houba?ské znalosti o dal?í druhy a obohatili tak je?t? více sv?j jídelní?ek? Díky této knize se d?kladn? seznámíte s nejd?le?it?j?ími druhy, které by m?l znát ka?d? houba?, osvojíte si dovednosti spojené s ur?ováním hub podle vn?j?ích znak? a v neposlední ?ad? jist? uvítáte i rady t?kající se kuchy?ského zpracování.",,,,,2011
"Majer, V. a kol.",Atlas chemismu povrchov?ch vod ?eské republiky,Stav v letech 1984-1996 a 2007-2010,9788070757802,?eská geologická slu?ba,3,105,?esk?,"Atlas geochemie povrchov?ch vod podává p?ehled o plo?ném chemismu povrchov?ch vod ?eské republiky, a to ve dvou ?asov?ch rovinách. Jedná se období let 1984–1996, tedy o dobu pravd?podobn? nejvy??ího zne?i?t?ní a ovlivn?ní kysel?m de?t?m, a nedávnou sou?asnost, léta 2007–2010, kdy do?lo k velkému poklesu kyselé depozice a k v?raznému zlep?ení ?i?t?ní odpadních vod, co? jsou hlavní faktory ovliv?ující chemismus povrchov?ch tok?. Ve sledovaném období poklesla kyselost a s ní spojené zne?i?t?ní n?kter?mi kovy, ale sou?asn? nedo?lo k zásadnímu zlep?ení u eutrofizujících slou?enin (koncentrace dusi?nan? se prakticky nezm?nily) ani k v?razn?j?ímu poklesu celkové mineralizace vod. Projekt byl v roce 1984 zahájen anal?zami acidity, hlavních aniont?, vápníku a n?kter?ch stopov?ch prvk? a postupn? roz?í?en i na v?echny základní bazické kationty a hliník. Ve druhé etap? pak byly analyzovány i nové prvky – fosfor a rozpu?t?n? organick? uhlík, zna?n? roz?i?ující environmentální v?znam tohoto atlasu.",,,,,2012
"POKLUDA, Robert",Atlas chorob a ?k?dc? zahradnick?ch kultur,,9788073750374,Mendelova univerzita v Brn?,17,74,?esk?,"Skrtipta jsou rozd?lena na ti?t?nou ?ást se stru?n?mi údaji o systematice, symptomech po?kození, základním popisu a mo?nostech ochrany. Dal?í ?ást tvo?í CD p?íloha, která umo??uje prohlí?ení uveden?ch ?kodlivích ?initel?.",,,,,2007
"Smr?ka, Václav - Ku?elka, Vít?zslav - Pov??il, Ctibor",Atlas chorob na kostních preparátech,Horní a dolní kon?etiny,9788020017659,Academia,8,618,"?esk?, anglick?","Kniha zpracovává první ?ást Jedli?kovy sbírky v Národním muzeu. Ta zahrnuje zachované klinické preparáty s nálezy na kost?e z let 1830–1950, které jsou cenné tím, ?e mají i klinickou dokumentaci. Obsahuje jedine?né nálezy s projevy zán?tliv?ch chorob na kost?e z období p?ed objevem antibiotik a reprezentativní ukázky vrozen?ch vad a jin?ch chorob, které byly moderní zdravotní pé?í z populace tém?? eliminovány. V?znamn? tedy vypovídá o zdravotním stavu populace a úrovni léka?ské pé?e v 19. a 1. pol. 20. století. Je vyu?itelná jako srovnávací materiál pro ?adu v?dních obor?, nap?. paleopatologii, ortopedii, chirurgii, anatomii a patologii.",,,,,2009
"Herbeck, Georg - Ondru?, Ji?í - Dvo?ák, Vladimír - Mortakis, Alexander",Atlas kolposkopie,,9788073452490,"Maxdorf, s.r.o.",8,520,?esk?,"Atlas kolposkopie je ur?en specialist?m oboru gynekologie a porodnictví, zejména t?m, kte?í vykonávají samostatnou praxi. Atlas je vynikající p?íru?kou jak pro p?ípravu na specializa?ní zkou?ky, tak pro ka?dodenní kolposkopickou praxi. Více ne? 800 obrázk? zachycuje a dokumentuje b??né, mén? b??né i neobvyklé klinické nálezy.",,,,,2011
